Time, rotorL_beta_b1, Inflow(0), Inflow(1), Inflow(2), Inflow(3), Inflow(4), Inflow(5), X_e(0), X_e(1), X_e(2), alpha(0), alpha(1), alpha(2), v_b(0), v_b(1), v_b(2), omega_b(0), omega_b(1), omega_b(2), 
0.196, -1.06957, 0.0186653, -0.00173568, 2.79581e-05, 0.0186607, 0.00179313, -4.18578e-06, 0.000292349, -0.000898771, -10.0871, -0.232749, -3.21826, 0.0416094, -0.00405792, -0.00902596, -0.672842, -2.31184, -13.9549, 0.864196, 
0.198, -1.14638, 0.0187126, -0.00175773, 5.21806e-05, 0.0187082, 0.00176679, 1.15575e-05, 0.000360963, -0.000922496, -10.0884, -0.237635, -3.24625, 0.0429962, -0.00323547, -0.00922564, -0.672997, -2.4959, -14.0486, 0.405483, 
0.2, -1.22493, 0.0187589, -0.00177376, 8.44588e-05, 0.0187545, 0.00174595, 3.5971e-05, 0.000431837, -0.000946437, -10.0898, -0.242681, -3.27442, 0.043451, -0.00246883, -0.00912626, -0.673094, -2.5244, -14.1212, -0.0695627, 
0.202, -1.30386, 0.018804, -0.00178181, 0.000122874, 0.0187995, 0.00173344, 6.69949e-05, 0.000504823, -0.00097, -10.0911, -0.247566, -3.3027, 0.0429716, -0.00179145, -0.0087329, -0.67314, -2.38853, -14.1577, -0.529977, 
0.204, -1.38182, 0.018848, -0.00178068, 0.000165114, 0.0188433, 0.00173138, 0.000102154, 0.000579724, -0.00099262, -10.0925, -0.251969, -3.33102, 0.0416199, -0.00121783, -0.0080741, -0.67315, -2.09234, -14.1505, -0.942911, 
0.206, -1.45737, 0.0188909, -0.00178559, 0.000199427, 0.0188859, 0.00174078, 0.000138771, 0.000656341, -0.00101381, -10.0938, -0.255596, -3.35928, 0.0395223, -0.00073586, -0.0072058, -0.673137, -1.65681, -14.1035, -1.27627, 
0.208, -1.52896, 0.0189327, -0.00178104, 0.000232231, 0.0189275, 0.00176132, 0.000174039, 0.000734525, -0.00103321, -10.0952, -0.258217, -3.38743, 0.0368647, -0.000306426, -0.00621046, -0.673114, -1.12088, -14.0319, -1.503, 
0.21, -1.59499, 0.0189734, -0.00176809, 0.000261112, 0.0189681, 0.00179128, 0.000205472, 0.000814225, -0.00105064, -10.0965, -0.259698, -3.41543, 0.033877, 0.000127252, -0.00518841, -0.673087, -0.537093, -13.9583, -1.60598, 
0.212, -1.65384, 0.0190132, -0.00174828, 0.000283917, 0.0190077, 0.00182789, 0.000230836, 0.000895503, -0.00106613, -10.0979, -0.260014, -3.44331, 0.0308108, 0.000622475, -0.0042426, -0.673056, 0.0375032, -13.906, -1.58117, 
0.214, -1.70393, 0.0190519, -0.00172357, 0.000298789, 0.0190464, 0.00186768, 0.000248189, 0.000978517, -0.0010799, -10.0992, -0.25925, -3.47112, 0.0279127, 0.00121885, -0.00346298, -0.67301, 0.551271, -13.8908, -1.43767, 
0.216, -1.74388, 0.0190896, -0.0016963, 0.000304423, 0.0190842, 0.00190699, 0.000256151, 0.00106348, -0.00109231, -10.1005, -0.257582, -3.49894, 0.0254013, 0.00192762, -0.00291654, -0.672939, 0.964223, -13.917, -1.19458, 
0.218, -1.77255, 0.0191263, -0.00166914, 0.000300229, 0.0191212, 0.00194259, 0.000254069, 0.00115059, -0.00110385, -10.1019, -0.25525, -3.52684, 0.0234511, 0.00273243, -0.00264601, -0.672831, 1.24865, -13.9776, -0.876816, 
0.22, -1.78915, 0.0191621, -0.00164482, 0.000286455, 0.0191573, 0.00197199, 0.000242147, 0.00124001, -0.0011151, -10.1032, -0.252537, -3.55489, 0.0221841, 0.00359874, -0.00267321, -0.672677, 1.38635, -14.0579, -0.512025, 
0.222, -1.7932, 0.019197, -0.00162593, 0.000264134, 0.0191927, 0.00199362, 0.00022139, 0.00133182, -0.00112664, -10.1046, -0.249751, -3.58309, 0.0216653, 0.00448639, -0.0030021, -0.672475, 1.36671, -14.1412, -0.129367, 
0.224, -1.78461, 0.019231, -0.00161461, 0.000235176, 0.0192273, 0.0020067, 0.000193704, 0.00142602, -0.00113905, -10.1059, -0.247212, -3.61144, 0.0219001, 0.00536172, -0.00361845, -0.672228, 1.18743, -14.2132, 0.240781, 
0.226, -1.76364, 0.0192641, -0.00161235, 0.000202101, 0.0192611, 0.0020111, 0.000161622, 0.00152257, -0.0011529, -10.1073, -0.245226, -3.63992, 0.0228327, 0.00620753, -0.00448696, -0.671945, 0.857446, -14.2667, 0.567576, 
0.228, -1.73087, 0.0192964, -0.00161981, 0.000167858, 0.0192942, 0.00200716, 0.000128126, 0.00162142, -0.00116863, -10.1086, -0.244065, -3.66848, 0.0243471, 0.00702891, -0.00554858, -0.671632, 0.400013, -14.3036, 0.821799, 
0.23, -1.68724, 0.019328, -0.00163677, 0.000135455, 0.0193264, 0.00199551, 9.62793e-05, 0.00172253, -0.00118657, -10.1099, -0.243936, -3.69711, 0.0262742, 0.00785219, -0.00672221, -0.671298, -0.146753, -14.3348, 0.979353, 
0.232, -1.63391, 0.0193589, -0.00166215, 0.000107788, 0.0193579, 0.00197703, 6.90457e-05, 0.00182595, -0.00120689, -10.1113, -0.244954, -3.72581, 0.0284055, 0.00871567, -0.00791229, -0.670944, -0.733609, -14.3762, 1.02505, 
0.234, -1.57224, 0.0193892, -0.00169399, 8.73672e-05, 0.0193887, 0.00195287, 4.90131e-05, 0.0019318, -0.00122953, -10.1126, -0.247132, -3.75462, 0.0305137, 0.00965394, -0.00902122, -0.670568, -1.30744, -14.442, 0.955006, 
0.236, -1.50365, 0.0194188, -0.0017297, 7.60361e-05, 0.0194187, 0.00192461, 3.8103e-05, 0.00204024, -0.00125427, -10.1139, -0.250381, -3.7836, 0.032375, 0.0106824, -0.0099618, -0.67016, -1.81869, -14.5384, 0.776476, 
0.238, -1.42955, 0.0194478, -0.00176633, 7.47602e-05, 0.0194479, 0.00189436, 3.7353e-05, 0.00215142, -0.00128073, -10.1153, -0.254519, -3.81279, 0.0337886, 0.0117889, -0.0106642, -0.669708, -2.22561, -14.6598, 0.50537, 
0.24, -1.35128, 0.0194763, -0.00178534, 9.14547e-05, 0.0194763, 0.00186472, 4.6841e-05, 0.00226548, -0.00130841, -10.1166, -0.259292, -3.84223, 0.0345912, 0.0129352, -0.0110768, -0.669203, -2.49398, -14.7897, 0.163402, 
0.242, -1.27013, 0.0195043, -0.00180087, 0.000116973, 0.019504, 0.00183865, 6.5813e-05, 0.00238242, -0.00133669, -10.1179, -0.264387, -3.87193, 0.0346668, 0.0140661, -0.0111643, -0.668642, -2.59565, -14.9043, -0.223594, 
0.244, -1.18733, 0.0195317, -0.0018105, 0.000149983, 0.019531, 0.00181909, 9.2807e-05, 0.00250216, -0.00136492, -10.1193, -0.269442, -3.90181, 0.0339551, 0.0151233, -0.0109077, -0.668026, -2.50835, -14.9783, -0.625731, 
0.246, -1.10415, 0.0195585, -0.00181246, 0.000188593, 0.0195572, 0.00180857, 0.000125769, 0.00262449, -0.0013924, -10.1206, -0.274068, -3.93179, 0.0324592, 0.016059, -0.0103088, -0.667366, -2.21974, -14.9906, -1.00882, 
0.248, -1.02192, 0.0195848, -0.00180571, 0.000230574, 0.0195829, 0.00180881, 0.000162277, 0.00274915, -0.00141846, -10.1219, -0.27787, -3.96172, 0.030254, 0.0168501, -0.00939753, -0.666677, -1.73365, -14.9305, -1.33537, 
0.25, -0.94209, 0.0196103, -0.00180623, 0.000265238, 0.019608, 0.00182053, 0.000199741, 0.00287585, -0.00144253, -10.1233, -0.280488, -3.99147, 0.027489, 0.0175074, -0.00823798, -0.665978, -1.07597, -14.8016, -1.56789, 
0.252, -0.866256, 0.0196353, -0.00179808, 0.000298047, 0.0196326, 0.00184314, 0.000235435, 0.00300436, -0.00146417, -10.1246, -0.281643, -4.02091, 0.0243835, 0.018076, -0.00692818, -0.665285, -0.296109, -14.6219, -1.67446, 
0.254, -0.796145, 0.0196597, -0.00178234, 0.000326621, 0.0196567, 0.0018748, 0.000266897, 0.00313456, -0.00148316, -10.1259, -0.281177, -4.04996, 0.0212089, 0.0186233, -0.00558958, -0.664609, 0.53843, -14.4195, -1.635, 
0.256, -0.733552, 0.0196835, -0.0017605, 0.00034878, 0.0196803, 0.00191256, 0.000291847, 0.00326647, -0.00149955, -10.1272, -0.279076, -4.07862, 0.0182611, 0.019217, -0.00434842, -0.663948, 1.35367, -14.2223, -1.44547, 
0.258, -0.680222, 0.0197067, -0.00173451, 0.00036263, 0.0197035, 0.00195281, 0.000308291, 0.00340021, -0.0015136, -10.1286, -0.275467, -4.10691, 0.0158283, 0.0199019, -0.00331634, -0.663293, 2.08177, -14.0494, -1.118, 
0.26, -0.637713, 0.0197293, -0.00170671, 0.000366749, 0.0197264, 0.00199188, 0.000314719, 0.00353598, -0.00152578, -10.1299, -0.270597, -4.13487, 0.0141621, 0.0206868, -0.00257817, -0.662632, 2.66868, -13.9048, -0.677165, 
0.262, -0.607283, 0.0197513, -0.00167982, 0.000360624, 0.0197488, 0.0020266, 0.000310547, 0.00367393, -0.0015367, -10.1312, -0.264802, -4.16255, 0.0134574, 0.0215467, -0.00218999, -0.661951, 3.07514, -13.7788, -0.15503, 
0.264, -0.58982, 0.0197727, -0.00165658, 0.000344819, 0.0197709, 0.00205466, 0.000296291, 0.00381416, -0.00154708, -10.1325, -0.258481, -4.18998, 0.0138411, 0.0224348, -0.00218286, -0.661244, 3.27424, -13.6525, 0.412401, 
0.266, -0.585799, 0.0197935, -0.00163944, 0.000320758, 0.0197927, 0.00207472, 0.000273351, 0.00395665, -0.00155768, -10.1338, -0.252068, -4.21714, 0.0153652, 0.0233, -0.00256528, -0.660511, 3.2498, -13.5052, 0.986607, 
0.268, -0.59527, 0.0198138, -0.00163033, 0.000290543, 0.019814, 0.00208625, 0.000243834, 0.00410132, -0.00156927, -10.1351, -0.246015, -4.24395, 0.0180027, 0.0241036, -0.00332134, -0.659759, 2.9984, -13.3213, 1.5271, 
0.27, -0.617844, 0.0198336, -0.0016305, 0.000256769, 0.0198351, 0.00208932, 0.000210367, 0.00424802, -0.00158255, -10.1364, -0.240753, -4.27035, 0.0216449, 0.0248329, -0.00440623, -0.659003, 2.53384, -13.0964, 1.99294, 
0.272, -0.652697, 0.019853, -0.00164035, 0.000222387, 0.0198557, 0.00208434, 0.00017596, 0.00439661, -0.00159812, -10.1378, -0.236662, -4.29627, 0.0261045, 0.0255095, -0.00574327, -0.658258, 1.89065, -12.8399, 2.34618, 
0.274, -0.698608, 0.0198721, -0.00165934, 0.00019046, 0.0198759, 0.00207185, 0.00014376, 0.00454703, -0.00161642, -10.1391, -0.234025, -4.32167, 0.0311263, 0.0261867, -0.00722757, -0.657536, 1.12322, -12.5746, 2.5571, 
0.276, -0.754046, 0.0198907, -0.00168596, 0.000163885, 0.0198957, 0.00205249, 0.000116769, 0.00469933, -0.00163765, -10.1404, -0.233002, -4.34655, 0.0364093, 0.0269347, -0.00873882, -0.65684, 0.298667, -12.3305, 2.60934, 
0.278, -0.81729, 0.0199091, -0.00171784, 0.000145062, 0.019915, 0.00202709, 9.74988e-05, 0.00485373, -0.00166179, -10.1417, -0.233616, -4.37099, 0.0416358, 0.0278182, -0.01016, -0.656164, -0.514918, -12.1351, 2.50253, 
0.28, -0.886573, 0.0199272, -0.00175204, 0.000135586, 0.0199339, 0.00199685, 8.76551e-05, 0.00501051, -0.0016886, -10.143, -0.235762, -4.39511, 0.0465021, 0.0288759, -0.0113941, -0.655495, -1.25925, -12.005, 2.25073, 
0.282, -0.960207, 0.0199451, -0.00176925, 0.000143824, 0.0199524, 0.00196356, 8.79344e-05, 0.00517003, -0.00171766, -10.1443, -0.239238, -4.41904, 0.0507425, 0.0301099, -0.0123723, -0.654814, -1.89072, -11.9414, 1.87787, 
0.284, -1.03665, 0.0199627, -0.00178433, 0.000160936, 0.0199704, 0.00192964, 9.80236e-05, 0.00533259, -0.00174846, -10.1456, -0.24377, -4.4429, 0.0541437, 0.0314896, -0.0130517, -0.654106, -2.37881, -11.9317, 1.41267, 
0.286, -1.11452, 0.0199801, -0.00179459, 0.000185943, 0.0199879, 0.00189789, 0.000116867, 0.00549842, -0.00178038, -10.1469, -0.249037, -4.46678, 0.0565521, 0.0329634, -0.0134085, -0.65336, -2.70128, -11.9543, 0.885751, 
0.288, -1.19255, 0.0199972, -0.00179803, 0.000217213, 0.0200051, 0.00187109, 0.000142727, 0.00566765, -0.00181279, -10.1482, -0.254684, -4.49071, 0.0578762, 0.0344725, -0.0134346, -0.652571, -2.84184, -11.9845, 0.329104, 
0.29, -1.26957, 0.0200141, -0.00179344, 0.000252736, 0.0200218, 0.00185157, 0.000173456, 0.00584029, -0.00184505, -10.1495, -0.260334, -4.5147, 0.0580903, 0.035965, -0.0131377, -0.651743, -2.79135, -12.0004, -0.223478, 
0.292, -1.34442, 0.0200308, -0.00178035, 0.000290358, 0.0200382, 0.00184092, 0.00020674, 0.00601626, -0.00187654, -10.1508, -0.26561, -4.53869, 0.0572377, 0.0374075, -0.0125458, -0.650886, -2.55207, -11.9875, -0.736577, 
0.294, -1.41588, 0.0200471, -0.00175892, 0.000327958, 0.0200542, 0.00183978, 0.00024028, 0.00619546, -0.0019067, -10.1521, -0.270161, -4.56263, 0.0554322, 0.0387933, -0.0117125, -0.650011, -2.1424, -11.9426, -1.17513, 
0.296, -1.48266, 0.0200632, -0.00172985, 0.000363554, 0.0200699, 0.00184768, 0.000271916, 0.00637777, -0.00193512, -10.1533, -0.273697, -4.58646, 0.0528536, 0.0401436, -0.0107168, -0.64913, -1.59888, -11.8743, -1.50835, 
0.298, -1.5434, 0.020079, -0.00169421, 0.000395278, 0.0200853, 0.00186302, 0.000299617, 0.00656318, -0.00196155, -10.1546, -0.276018, -4.61015, 0.0497345, 0.0414987, -0.0096564, -0.64825, -0.972881, -11.7992, -1.7144, 
0.3, -1.59667, 0.0200944, -0.00167025, 0.000413277, 0.0201005, 0.00188334, 0.00032153, 0.00675172, -0.00198594, -10.1559, -0.27704, -4.6337, 0.0463389, 0.0429015, -0.00863445, -0.64737, -0.322766, -11.7353, -1.78383, 
0.302, -1.64111, 0.0201094, -0.00164318, 0.00042414, 0.0201155, 0.00190561, 0.000336252, 0.00694351, -0.00200842, -10.1572, -0.276792, -4.65714, 0.0429371, 0.0443791, -0.00774474, -0.646484, 0.295196, -11.6939, -1.72006, 
0.304, -1.67548, 0.0201241, -0.00161514, 0.000427152, 0.0201302, 0.00192681, 0.000342977, 0.0071387, -0.00202932, -10.1585, -0.275408, -4.68053, 0.0397822, 0.0459322, -0.00706285, -0.64558, 0.832764, -11.6757, -1.53702, 
0.306, -1.69879, 0.0201385, -0.00158835, 0.000422184, 0.0201448, 0.00194435, 0.000341497, 0.0073374, -0.00204906, -10.1598, -0.273104, -4.70389, 0.0370921, 0.0475344, -0.00664409, -0.644649, 1.25074, -11.6701, -1.25587, 
0.308, -1.71031, 0.0201526, -0.00156498, 0.000409806, 0.0201592, 0.0019564, 0.000332319, 0.00753967, -0.00206821, -10.161, -0.270167, -4.72723, 0.0350371, 0.0491414, -0.00652526, -0.643685, 1.51776, -11.6593, -0.902833, 
0.31, -1.70967, 0.0201664, -0.00154692, 0.000391223, 0.0201734, 0.00196193, 0.000316603, 0.00774545, -0.00208737, -10.1623, -0.266931, -4.75051, 0.0337305, 0.0507032, -0.00672516, -0.642687, 1.61032, -11.6229, -0.508385, 
0.312, -1.69684, 0.02018, -0.00153558, 0.000368177, 0.0201874, 0.00196067, 0.00029607, 0.00795461, -0.00210716, -10.1636, -0.263762, -4.77368, 0.0332207, 0.0521786, -0.00724149, -0.641665, 1.51579, -11.5445, -0.106999, 
0.314, -1.67217, 0.0201933, -0.00153188, 0.000342729, 0.0202012, 0.00195289, 0.000272784, 0.00816694, -0.0021282, -10.1648, -0.261031, -4.79664, 0.0334839, 0.0535475, -0.00804509, -0.640631, 1.2375, -11.4164, 0.264119, 
0.316, -1.6364, 0.0202063, -0.00153608, 0.000317133, 0.0202149, 0.00193919, 0.000249027, 0.00838224, -0.002151, -10.1661, -0.259073, -4.8193, 0.0344224, 0.0548195, -0.0090756, -0.6396, 0.799126, -11.2433, 0.568287, 
0.318, -1.5906, 0.0202192, -0.00154773, 0.000293741, 0.0202282, 0.00192027, 0.000227206, 0.00860033, -0.00217596, -10.1674, -0.258151, -4.84158, 0.0358708, 0.056033, -0.0102433, -0.638583, 0.245204, -11.0421, 0.774444, 
0.32, -1.53616, 0.0202318, -0.00156559, 0.000274796, 0.0202414, 0.00189697, 0.000209637, 0.00882116, -0.00220325, -10.1686, -0.258417, -4.86345, 0.0376126, 0.0572436, -0.0114396, -0.637588, -0.364482, -10.8366, 0.862516, 
0.322, -1.47464, 0.0202444, -0.00157105, 0.000269357, 0.0202542, 0.00187022, 0.000198281, 0.00904477, -0.00223286, -10.1699, -0.259899, -4.88493, 0.0394054, 0.0585038, -0.0125538, -0.63661, -0.965289, -10.6495, 0.826675, 
0.324, -1.40762, 0.0202569, -0.00158003, 0.000270662, 0.0202668, 0.00184125, 0.000194322, 0.00927127, -0.00226454, -10.1712, -0.2625, -4.90606, 0.0410093, 0.0598437, -0.0134896, -0.63564, -1.49815, -10.4939, 0.67495, 
0.326, -1.33669, 0.0202693, -0.00158974, 0.000279405, 0.0202792, 0.00181163, 0.000198446, 0.00950081, -0.00229789, -10.1724, -0.266016, -4.92692, 0.0422107, 0.0612623, -0.014173, -0.634665, -1.91506, -10.3695, 0.425913, 
0.328, -1.26325, 0.0202815, -0.00159756, 0.000295417, 0.0202913, 0.00178334, 0.000210442, 0.00973351, -0.00233238, -10.1737, -0.270164, -4.94755, 0.0428403, 0.0627297, -0.0145542, -0.633673, -2.17951, -10.264, 0.10475, 
0.33, -1.1886, 0.0202936, -0.00160129, 0.000317809, 0.0203031, 0.00175848, 0.000229337, 0.00996942, -0.00236738, -10.1749, -0.274604, -4.96798, 0.0427827, 0.064199, -0.0146039, -0.632659, -2.26454, -10.1577, -0.259203, 
0.332, -1.11395, 0.0203056, -0.0015994, 0.000345189, 0.0203148, 0.00173905, 0.000253627, 0.0102085, -0.00240223, -10.1762, -0.278952, -4.98817, 0.0419848, 0.0656214, -0.0143127, -0.631624, -2.15271, -10.0299, -0.633249, 
0.334, -1.04044, 0.0203175, -0.001591, 0.000375906, 0.0203263, 0.00172661, 0.000281519, 0.0104505, -0.00243625, -10.1774, -0.282811, -5.00807, 0.0404615, 0.0669613, -0.0136942, -0.630576, -1.83925, -9.86549, -0.981748, 
0.336, -0.969268, 0.0203292, -0.00157583, 0.000408248, 0.0203376, 0.00172201, 0.000311133, 0.0106954, -0.00246882, -10.1787, -0.285798, -5.02761, 0.0383007, 0.0682085, -0.0127905, -0.62953, -1.33694, -9.65979, -1.26776, 
0.338, -0.901683, 0.0203408, -0.00155408, 0.00044055, 0.0203487, 0.0017253, 0.000340624, 0.0109429, -0.00249942, -10.1799, -0.287583, -5.0467, 0.0356615, 0.0693853, -0.0116751, -0.628499, -0.679566, -9.42173, -1.45674, 
0.34, -0.839042, 0.0203522, -0.00152628, 0.000471198, 0.0203598, 0.00173559, 0.000368205, 0.011193, -0.0025277, -10.1811, -0.287928, -5.06531, 0.032765, 0.0705414, -0.0104486, -0.627493, 0.0791197, -9.17208, -1.5219, 
0.342, -0.782768, 0.0203632, -0.0015105, 0.000491218, 0.0203707, 0.00175108, 0.000392274, 0.0114457, -0.00255353, -10.1824, -0.28672, -5.08343, 0.0298735, 0.0717397, -0.00922628, -0.626515, 0.872911, -8.93706, -1.44919, 
0.344, -0.734283, 0.0203741, -0.00149103, 0.000506444, 0.0203816, 0.00176933, 0.000411393, 0.011701, -0.00257698, -10.1836, -0.283981, -5.10112, 0.0272625, 0.0730335, -0.00811983, -0.625558, 1.6345, -8.73919, -1.23961, 
0.346, -0.694908, 0.0203847, -0.00146936, 0.000515886, 0.0203924, 0.00178765, 0.000424478, 0.0119592, -0.00259836, -10.1848, -0.279857, -5.11846, 0.0251923, 0.074448, -0.00722239, -0.624607, 2.30533, -8.58929, -0.90766, 
0.348, -0.665762, 0.020395, -0.00144711, 0.000519003, 0.0204032, 0.00180357, 0.00043091, 0.0122206, -0.00261811, -10.1861, -0.274595, -5.13554, 0.0238849, 0.0759726, -0.00660221, -0.623647, 2.83975, -8.48348, -0.477108, 
0.35, -0.64768, 0.0204052, -0.00142601, 0.000515822, 0.020414, 0.00181521, 0.000430653, 0.0124853, -0.00263681, -10.1873, -0.268518, -5.15243, 0.0235095, 0.0775671, -0.00630475, -0.622666, 3.20349, -8.40539, 0.0231597, 
0.352, -0.641166, 0.0204151, -0.00140766, 0.000507007, 0.0204247, 0.00182152, 0.000424329, 0.0127533, -0.00265512, -10.1885, -0.262004, -5.16917, 0.0241741, 0.0791741, -0.00635694, -0.621656, 3.37065, -8.33164, 0.561213, 
0.354, -0.646378, 0.0204249, -0.00139339, 0.000493677, 0.0204354, 0.00182218, 0.00041304, 0.0130247, -0.00267374, -10.1897, -0.255467, -5.18573, 0.0259195, 0.0807354, -0.00676845, -0.62062, 3.3235, -8.23845, 1.1023, 
0.356, -0.663105, 0.0204345, -0.00138408, 0.00047729, 0.0204462, 0.00180068, 0.000405183, 0.0132992, -0.00269337, -10.191, -0.249341, -5.20206, 0.0287141, 0.0822074, -0.00752775, -0.619568, 3.0559, -8.10802, 1.6088, 
0.358, -0.690763, 0.020444, -0.00138017, 0.000459524, 0.0204567, 0.00179181, 0.00038841, 0.0135767, -0.00271468, -10.1922, -0.244045, -5.21809, 0.0324489, 0.0835742, -0.00859574, -0.618513, 2.57889, -7.93404, 2.04155, 
0.36, -0.728399, 0.0204533, -0.00138153, 0.000442166, 0.0204672, 0.0017786, 0.000371703, 0.013857, -0.00273822, -10.1934, -0.23995, -5.23373, 0.0369387, 0.0848547, -0.0099017, -0.617473, 1.92498, -7.72486, 2.36348, 
0.362, -0.774731, 0.0204626, -0.00138741, 0.00042698, 0.0204775, 0.00176168, 0.000356912, 0.01414, -0.00276442, -10.1946, -0.237334, -5.24894, 0.0419316, 0.0860996, -0.0113466, -0.61646, 1.14749, -7.50187, 2.5452, 
0.364, -0.828231, 0.0204717, -0.00139658, 0.000415493, 0.0204877, 0.00174152, 0.000345671, 0.0144256, -0.00279345, -10.1958, -0.236349, -5.26371, 0.0471299, 0.0873756, -0.0128156, -0.615478, 0.313038, -7.29323, 2.57018, 
0.366, -0.887252, 0.0204809, -0.00140729, 0.000408847, 0.0204977, 0.00171857, 0.000339236, 0.014714, -0.00282529, -10.197, -0.237014, -5.27811, 0.0522185, 0.0887431, -0.0141963, -0.614524, -0.509933, -7.12433, 2.43739, 
0.368, -0.95016, 0.0204899, -0.00141762, 0.000407599, 0.0205075, 0.00169339, 0.000338277, 0.0150054, -0.00285971, -10.1982, -0.239216, -5.29222, 0.0568943, 0.0902362, -0.0153943, -0.613583, -1.26148, -7.00948, 2.15981, 
0.37, -1.01546, 0.020499, -0.00142573, 0.000411641, 0.0205171, 0.00166687, 0.000342789, 0.0153, -0.0028963, -10.1994, -0.242741, -5.30616, 0.06089, 0.0918543, -0.0163402, -0.61264, -1.89453, -6.94839, 1.76022, 
0.372, -1.08184, 0.020508, -0.00143016, 0.000420277, 0.0205265, 0.0016402, 0.000352157, 0.015598, -0.00293453, -10.2006, -0.247296, -5.32003, 0.0639897, 0.0935663, -0.0169871, -0.611682, -2.37345, -6.92799, 1.26686, 
0.374, -1.1482, 0.020517, -0.00143004, 0.000432404, 0.0205357, 0.00161478, 0.000365342, 0.0158996, -0.00297382, -10.2018, -0.25253, -5.33387, 0.066037, 0.0953231, -0.0173067, -0.610701, -2.67101, -6.92746, 0.711159, 
0.376, -1.21357, 0.020526, -0.00142517, 0.000446772, 0.0205447, 0.00159198, 0.00038113, 0.0162048, -0.00301349, -10.203, -0.258053, -5.34772, 0.0669412, 0.0970717, -0.0172863, -0.609695, -2.76748, -6.92435, 0.127349, 
0.378, -1.27709, 0.020535, -0.00141585, 0.000462195, 0.0205536, 0.00157291, 0.000398347, 0.0165135, -0.0030529, -10.2042, -0.26345, -5.36155, 0.0666829, 0.0987701, -0.0169326, -0.608671, -2.65345, -6.90062, -0.447406, 
0.38, -1.33789, 0.0205439, -0.00140277, 0.000477693, 0.0205624, 0.00155831, 0.000415999, 0.0168256, -0.00309139, -10.2054, -0.268311, -5.3753, 0.0653192, 0.1004, -0.0162767, -0.607641, -2.33492, -6.84793, -0.974097, 
0.382, -1.39504, 0.0205527, -0.00138676, 0.000492542, 0.020571, 0.00154834, 0.00043332, 0.017141, -0.00312842, -10.2066, -0.272264, -5.38893, 0.0629841, 0.101972, -0.0153786, -0.606616, -1.83743, -6.77066, -1.41501, 
0.384, -1.44754, 0.0205614, -0.00136866, 0.000506228, 0.0205796, 0.00154259, 0.000449729, 0.0174596, -0.00316357, -10.2078, -0.275016, -5.4024, 0.0598811, 0.103527, -0.0143247, -0.605608, -1.20607, -6.68509, -1.73857, 
0.386, -1.49427, 0.0205701, -0.00134919, 0.000518339, 0.020588, 0.00154003, 0.000464725, 0.0177814, -0.00319661, -10.209, -0.27638, -5.41572, 0.0562662, 0.10512, -0.0132176, -0.60462, -0.49951, -6.61393, -1.9243, 
0.388, -1.5341, 0.0205786, -0.00132895, 0.00052845, 0.0205965, 0.00153915, 0.000477783, 0.0181066, -0.00322751, -10.2102, -0.276297, -5.42893, 0.052423, 0.1068, -0.0121607, -0.603647, 0.219877, -6.57791, -1.96538, 
0.39, -1.56594, 0.020587, -0.00130852, 0.000536179, 0.0206048, 0.00153823, 0.000488413, 0.0184353, -0.00325642, -10.2113, -0.274823, -5.44211, 0.0486361, 0.108596, -0.0112439, -0.602677, 0.89503, -6.58824, -1.86783, 
0.392, -1.58884, 0.0205952, -0.00128857, 0.000541242, 0.0206132, 0.00153571, 0.000496236, 0.0187678, -0.00328368, -10.2125, -0.272121, -5.45536, 0.0451686, 0.110501, -0.0105378, -0.601697, 1.47827, -6.64299, -1.64724, 
0.394, -1.60209, 0.0206033, -0.00126977, 0.000543574, 0.0206215, 0.00153044, 0.0005011, 0.0191042, -0.00330973, -10.2137, -0.268434, -5.46875, 0.0422459, 0.112483, -0.0100947, -0.600692, 1.93049, -6.72831, -1.32534, 
0.396, -1.60524, 0.0206112, -0.00125282, 0.000543387, 0.0206298, 0.00152189, 0.00050315, 0.0194447, -0.00333511, -10.2149, -0.264074, -5.48231, 0.0400451, 0.11449, -0.00995177, -0.599657, 2.21896, -6.82277, -0.928347, 
0.398, -1.59814, 0.0206191, -0.00123828, 0.000541162, 0.0206381, 0.00151009, 0.000502819, 0.0197892, -0.00336043, -10.216, -0.259408, -5.49604, 0.0386863, 0.116465, -0.0101312, -0.59859, 2.31763, -6.90289, -0.486996, 
